12 21 1.07 0 0
10 14 1.44 0 0
26 50 1.05 0 0
26 34 1.13 0 0
22 40 1.25 0 0
47 43 1.12 0 0
47 46 1.19 0 0
39 49 1.11 0 0
39 42 1.31 0 0
9 3 1.04 0 0
9 31 1.25 0 0
9 15 1.50 0 0
32 2 1.10 0 0
32 25 1.30 0 0
32 1 1.30 0 0
32 17 1.37 0 0
13 4 1.03 0 0
13 25 1.19 0 0
13 6 1.33 0 0
13 14 1.48 0 0
50 26 1.05 0 0
50 43 1.21 0 0
50 34 1.41 0 0
2 30 1.03 0 0
2 48 1.05 0 0
2 32 1.10 0 0
2 38 1.25 0 0
33 29 1.00 0 0
33 27 1.18 0 0
18 29 1.07 0 0
18 5 1.32 0 0
18 30 1.38 0 0
18 1 1.75 0 0
43 47 1.12 0 0
43 50 1.21 0 0
19 7 1.07 0 0
19 21 1.29 0 0
19 35 1.36 0 0
19 3 1.48 0 0
41 20 1.00 0 0
41 38 1.24 0 0
41 48 1.32 0 0
7 19 1.07 0 0
7 3 1.68 0 0
11 5 1.05 0 0
11 8 1.13 0 0
11 28 1.60 0 0
8 11 1.13 0 0
8 1 1.22 0 0
8 16 1.36 0 0
8 31 1.69 0 0
5 36 1.00 0 0
5 11 1.05 0 0
5 29 1.17 0 0
5 27 1.28 0 0
5 18 1.32 0 0
14 10 1.44 0 0
14 13 1.48 0 0
14 4 1.63 0 0
16 25 1.20 0 0
16 31 1.31 0 0
16 8 1.36 0 0
16 6 1.39 0 0
40 22 1.25 0 0
40 38 1.35 0 0
40 30 1.68 0 0
40 20 1.80 0 0
20 41 1.00 0 0
20 38 1.15 0 0
20 40 1.80 0 0
17 24 1.25 0 0
17 25 1.30 0 0
17 48 1.35 0 0
17 32 1.37 0 0
17 37 1.75 0 0
45 49 1.26 0 0
45 44 1.46 0 0
23 15 1.42 0 0
23 44 1.44 0 0
23 3 1.51 0 0
23 49 1.56 0 0
24 48 1.03 0 0
24 17 1.25 0 0
24 37 1.25 0 0
1 8 1.22 0 0
1 32 1.30 0 0
1 18 1.75 0 0
37 4 1.18 0 0
37 24 1.25 0 0
37 17 1.75 0 0
34 26 1.13 0 0
34 36 1.13 0 0
34 50 1.41 0 0
34 27 1.45 0 0
46 36 1.05 0 0
46 47 1.19 0 0
46 28 1.24 0 0
44 49 1.39 0 0
44 23 1.44 0 0
44 45 1.46 0 0
6 13 1.33 0 0
6 21 1.34 0 0
6 16 1.39 0 0
6 35 2.18 0 0
35 31 1.14 0 0
35 3 1.22 0 0
35 21 1.26 0 0
35 19 1.36 0 0
35 6 2.18 0 0
28 36 1.14 0 0
28 42 1.19 0 0
28 46 1.24 0 0
28 15 1.57 0 0
28 11 1.60 0 0
30 2 1.03 0 0
30 29 1.08 0 0
30 38 1.36 0 0
30 18 1.38 0 0
30 40 1.68 0 0
38 48 1.05 0 0
38 20 1.15 0 0
38 41 1.24 0 0
38 2 1.25 0 0
38 40 1.35 0 0
38 30 1.36 0 0
15 49 1.07 0 0
15 42 1.38 0 0
15 23 1.42 0 0
15 9 1.50 0 0
15 28 1.57 0 0
49 15 1.07 0 0
49 39 1.11 0 0
49 45 1.26 0 0
49 42 1.26 0 0
49 44 1.39 0 0
49 23 1.56 0 0
42 28 1.19 0 0
42 49 1.26 0 0
42 39 1.31 0 0
42 15 1.38 0 0
48 24 1.03 0 0
48 2 1.05 0 0
48 38 1.05 0 0
48 41 1.32 0 0
48 17 1.35 0 0
27 36 1.11 0 0
27 29 1.18 0 0
27 33 1.18 0 0
27 5 1.28 0 0
27 34 1.45 0 0
31 3 1.11 0 0
31 35 1.14 0 0
31 9 1.25 0 0
31 16 1.31 0 0
31 8 1.69 0 0
21 12 1.07 0 0
21 35 1.26 0 0
21 19 1.29 0 0
21 6 1.34 0 0
36 5 1.00 0 0
36 46 1.05 0 0
36 27 1.11 0 0
36 34 1.13 0 0
36 28 1.14 0 0
3 9 1.04 0 0
3 31 1.11 0 0
3 35 1.22 0 0
3 19 1.48 0 0
3 23 1.51 0 0
3 7 1.68 0 0
4 25 1.00 0 0
4 14 1.63 0 0
4 37 1024.64 0 0
4 13 1024.64 0 0
29 30 1.08 0 0
29 5 1.17 0 0
29 27 1.18 0 0
29 33 7424.04 0 0
29 18 7424.04 0 0
25 4 1.00 0 0
25 13 1.19 0 0
25 32 1.30 0 0
25 17 1.30 0 0
25 16 6400.76 0 0
