5 0 0 1
19 0 1 0
27 0 0 1
13 0 1 0
38 0 0 1
22 0 1 0
21 0 0 1
35 0 1 0
4 0 0 1
36 0 1 0
15 0 0 1
36 0 2 0
11 0 0 1
1 0 1 0
37 0 0 1
11 0 1 1
20 0 0 1
3 0 1 0
31 0 0 1
40 0 1 0
1 1 1 0
3 0 1 1
36 0 3 0
14 0 0 1
5 0 1 1
25 0 0 1
15 0 1 1
36 0 3 1
1 1 2 0
8 0 0 1
4 0 1 1
36 1 3 1
19 0 1 1
1 1 3 0
30 0 0 1
37 0 1 1
2 0 0 1
21 0 1 1
22 1 1 0
16 0 0 1
6 0 1 0
13 0 1 1
28 0 1 0
24 0 0 1
5 0 2 1
11 1 1 1
32 0 0 1
9 0 0 1
15 1 1 1
25 0 1 1
2 0 1 1
35 0 1 1
1 1 4 0
33 0 0 1
7 0 1 0
7 0 1 1
28 0 2 0
27 0 0 2
7 0 2 1
18 0 0 1
37 0 2 1
38 1 0 1
29 0 0 1
25 0 2 1
35 1 1 1
40 0 1 1
28 0 3 0
25 1 2 1
12 0 0 1
15 1 2 1
1 2 4 0
12 1 0 1
23 0 0 1
21 0 2 1
34 0 0 1
10 0 0 1
2 0 2 1
38 1 1 1
4 1 1 1
22 1 1 1
13 1 1 1
1 2 5 0
11 2 1 1
6 0 1 1
19 0 2 1
34 1 0 1
6 1 1 1
28 1 3 0
3 1 1 1
29 1 0 1
17 0 0 1
34 1 1 1
28 1 3 1
1 2 6 0
39 0 0 1
30 0 1 1
26 0 0 1
2 0 3 1
23 1 0 1
15 2 2 1
17 1 0 1
5 1 2 1
35 2 1 1
38 2 1 1
9 1 0 1
16 1 0 1
37 1 2 1
2 1 3 1
7 1 2 1
12 2 0 1
14 1 0 1
25 1 2 2
3 1 2 1
19 1 2 1
34 1 1 2
6 1 2 1
36 2 3 1
20 1 0 1
33 1 0 1
34 2 1 2
30 1 1 1
10 1 0 1
26 1 0 1
17 2 0 1
13 2 1 1
1 3 6 0
29 2 0 1
13 2 1 2
35 2 2 1
8 1 0 1
5 2 2 1
18 1 0 1
40 1 1 1
3 2 2 1
32 1 0 1
38 3 1 1
21 1 2 1
12 3 0 1
27 1 0 2
9 2 0 1
39 1 0 1
11 3 1 1
28 2 3 1
37 2 2 1
31 1 0 1
5 3 2 1
22 2 1 1
29 3 0 1
10 2 0 1
26 2 0 1
8 2 0 1
20 2 0 1
13 3 1 2
11 4 1 1
34 3 1 2
40 2 1 1
12 3 0 2
29 3 1 1
33 2 0 1
24 1 0 1
4 2 1 1
39 2 0 1
2 2 3 1
37 3 2 1
35 3 2 1
38 3 1 2
6 1 3 1
19 2 2 1
1 4 6 0
12 4 0 2
9 3 0 1
31 2 0 1
16 2 0 1
27 2 0 2
23 2 0 1
3 3 2 1
26 3 0 1
8 3 0 1
22 3 1 1
8 3 0 2
30 2 1 1
18 2 0 1
38 3 2 2
35 4 2 1
40 2 1 2
19 2 3 1
40 3 1 2
34 4 1 2
24 2 0 1
33 2 0 2
27 2 1 2
25 2 2 2
33 3 0 2
23 3 0 1
32 2 0 1
39 3 0 1
4 3 1 1
28 3 3 1
6 2 3 1
17 3 0 1
11 5 1 1
15 3 2 1
14 2 0 1
20 3 0 1
29 4 1 1
27 3 1 2
10 3 0 1
21 2 2 1
18 3 0 1
16 3 0 1
26 4 0 1
38 4 2 2
40 4 1 2
25 3 2 2
36 3 3 1
12 5 0 2
1 5 6 0
13 4 1 2
39 3 0 2
30 2 2 1
30 2 2 2
37 3 3 1
37 3 3 2
11 5 2 1
11 5 2 2
31 2 0 2
1 5 7 0
40 4 2 2
40 4 2 3
19 2 4 1
19 2 4 2
1 5 8 0
37 4 3 2
14 2 0 2
5 3 3 1
5 3 3 2
33 4 0 2
35 5 2 1
19 2 5 2
19 2 5 3
1 5 9 0
17 4 0 1
14 3 0 2
2 3 3 1
19 3 5 3
20 4 0 1
15 3 2 2
36 3 4 1
36 3 4 2
1 5 10 0
19 3 5 4
1 5 11 0
39 4 0 2
24 3 0 1
3 3 2 2
36 3 5 2
36 3 5 3
1 5 12 0
15 4 2 2
21 2 2 2
35 5 3 1
35 5 3 2
1 5 13 0
30 2 2 3
37 4 4 2
37 4 4 3
11 5 3 2
11 5 3 3
17 4 0 2
27 4 1 2
34 4 2 2
34 4 2 3
6 2 4 1
6 2 4 2
1 5 14 0
19 3 6 4
19 3 6 5
1 5 15 0
16 3 0 2
6 2 5 2
6 2 5 3
29 5 1 1
38 4 2 3
19 3 7 5
19 3 7 6
1 5 16 0
27 4 1 3
13 4 2 2
13 4 2 3
35 5 4 2
35 5 4 3
1 5 17 0
6 2 6 3
6 2 6 4
19 3 8 6
19 3 8 7
1 5 18 0
21 3 2 2
31 3 0 2
10 4 0 1
11 6 3 3
28 4 3 1
24 3 0 2
26 5 0 1
5 3 4 2
5 3 4 3
22 4 1 1
13 4 2 4
35 5 5 3
35 5 5 4
1 5 19 0
12 6 0 2
19 3 9 7
19 3 9 8
1 5 20 0
3 4 2 2
36 3 5 4
1 5 21 0
35 5 5 5
34 5 2 3
1 5 22 0
18 4 0 1
5 4 4 3
34 5 2 4
6 2 7 4
6 2 7 5
19 3 10 8
19 3 10 9
1 5 23 0
9 4 0 1
33 5 0 2
23 4 0 1
32 3 0 1
15 5 2 2
11 6 3 4
1 5 24 0
16 4 0 2
9 4 0 2
25 3 3 2
25 3 3 3
3 4 3 2
3 4 3 3
36 3 6 4
36 3 6 5
1 5 25 0
37 4 4 4
11 6 4 4
11 6 4 5
1 5 26 0
22 4 1 2
20 4 0 2
1 5 27 0
3 4 4 3
3 4 4 4
39 5 0 2
6 2 7 6
19 3 11 9
19 3 11 10
1 5 28 0
36 3 7 5
36 3 7 6
1 5 29 0
35 6 5 5
17 5 0 2
7 1 2 2
28 4 4 1
38 5 2 3
28 4 4 2
14 4 0 2
20 5 0 2
1 5 30 0
32 3 0 2
2 3 4 1
2 3 4 2
7 2 2 2
29 6 1 1
21 3 3 2
21 3 3 3
35 6 6 5
35 6 6 6
1 5 31 0
33 5 0 3
31 3 1 2
19 4 11 10
37 5 4 4
21 4 3 3
12 6 0 3
15 5 3 2
15 5 3 3
36 3 8 6
36 3 8 7
33 5 0 4
1 5 32 0
27 4 2 3
27 4 2 4
10 5 0 1
13 4 3 4
13 4 3 5
28 4 4 3
35 6 7 6
35 6 7 7
1 5 33 0
1 5 34 0
36 4 8 7
1 6 34 0
26 6 0 1
8 3 0 3
2 3 4 3
21 4 4 3
21 4 4 4
35 6 8 7
35 6 8 8
1 6 35 0
27 5 2 4
38 5 3 3
38 5 3 4
6 2 8 6
6 2 8 7
19 4 12 10
19 4 12 11
1 6 36 0
24 4 0 2
18 4 0 2
37 5 5 4
37 5 5 5
11 6 5 5
11 6 5 6
1 6 37 0
8 4 0 3
4 3 1 2
36 4 9 7
36 4 9 8
1 6 38 0
9 5 0 2
23 4 0 2
21 4 5 4
21 4 5 5
35 6 9 8
35 6 9 9
25 4 3 3
1 6 39 0
5 4 4 4
6 3 8 7
29 6 1 2
40 4 2 4
25 4 4 3
25 4 4 4
3 4 5 4
3 4 5 5
19 4 13 11
19 4 13 12
25 4 4 5
31 4 1 2
3 4 6 5
19 4 14 12
36 4 10 8
36 4 10 9
26 6 0 2
2 3 5 3
2 3 5 4
1 6 40 0
21 4 6 5
21 4 6 6
35 6 10 9
